rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,max_rainfall_intensity,antecedent_rainfall_index,temperature,humidity,wind_speed,elevation,slope,aspect,plan_curvature,profile_curvature,soil_moisture,vegetation_density,soil_type_code,land_cover_code,geology_strength,previous_landslides,landslide,true_probability
0.34,0.54,1.18,1.38,1.83,3.73,5.19,0.43,2.87,13.9,66.0,17.6,1678.6,26.13,25.5,0.0681,-0.0024,0.29,0.822,4,2,2,0,0,0.0217
3.6,8.93,12.98,19.69,26.28,61.33,99.38,4.14,49.38,17.4,78.6,21.9,3438.9,19.53,120.0,0.0095,0.0028,0.655,0.647,0,4,3,0,1,0.6248
2.74,4.93,6.83,7.76,11.05,26.44,40.32,3.35,20.56,24.6,66.3,8.1,1872.4,27.8,6.4,0.0791,-0.002,0.56,0.893,0,4,3,0,0,0.1443
0.33,0.82,1.79,2.5,3.81,7.92,15.82,0.48,7.27,24.8,100.0,6.4,1614.3,20.99,269.8,0.0606,-0.0186,0.447,0.779,7,6,3,2,0,0.0422
0.09,0.22,0.4,0.63,0.78,1.11,1.92,0.13,1.03,14.1,48.3,6.7,1970.1,16.23,230.6,0.0041,-0.0728,0.349,0.462,2,7,3,0,0,0.013
1.64,4.57,8.61,10.22,12.74,17.21,34.06,2.31,17.28,29.6,63.9,6.0,1300.7,29.84,22.6,0.0163,-0.0037,0.382,0.82,0,2,4,0,0,0.0575
2.54,4.1,8.26,12.69,15.37,35.15,42.27,2.69,24.73,16.5,46.7,31.5,3152.6,14.17,347.3,0.0756,0.0509,0.378,0.2,2,0,1,1,1,0.3842
1.73,3.83,6.69,10.51,15.56,31.84,51.43,2.57,26.26,22.5,67.0,29.4,2136.3,25.84,8.1,-0.0473,0.0907,0.448,0.518,1,2,1,0,0,0.5899
13.58,32.68,56.96,98.15,139.2,206.5,407.97,14.15,202.33,16.1,68.0,14.4,1013.7,7.02,212.4,0.0837,-0.0119,0.95,0.893,2,5,2,3,1,1.0
1.59,2.78,6.12,7.66,9.23,13.59,18.99,2.36,11.37,31.5,78.9,8.6,3783.2,43.68,279.5,-0.0113,-0.0065,0.445,0.52,3,4,4,3,1,0.6376
8.68,21.8,41.2,68.95,91.25,115.85,181.79,11.67,106.35,20.6,46.5,7.7,1643.1,11.9,283.6,0.0762,0.025,0.724,0.718,5,1,3,0,1,0.9955
1.47,3.18,6.09,8.16,10.64,19.76,34.94,2.12,17.4,12.7,67.1,5.5,2305.7,8.0,12.3,-0.0003,0.0747,0.37,0.623,0,0,1,0,0,0.0459
1.13,2.24,2.88,3.95,5.41,7.33,13.18,1.53,7.02,14.2,51.6,24.2,3811.9,37.14,326.3,0.0169,-0.0243,0.311,0.645,1,2,1,1,0,0.3371
1.16,2.29,3.02,5.36,8.09,13.76,25.8,1.62,12.72,21.9,40.9,6.5,2640.6,40.8,330.6,-0.0017,0.0346,0.358,0.539,0,2,4,1,1,0.2317
0.95,1.88,3.2,4.66,7.21,10.53,18.63,1.38,9.81,14.8,35.7,4.4,535.1,22.63,202.1,-0.0266,-0.0411,0.272,0.359,0,0,2,1,0,0.1126
1.75,4.38,8.45,14.43,17.45,37.46,74.23,2.55,34.03,18.0,26.0,12.0,3950.3,18.0,173.5,-0.0135,0.0165,0.427,0.864,7,4,2,0,0,0.1676
2.79,7.68,15.01,23.85,33.42,40.34,71.32,3.16,39.61,4.0,72.4,5.9,2655.0,15.66,16.2,0.069,0.0485,0.47,0.661,6,1,3,1,1,0.349
1.91,4.5,8.93,12.44,18.68,31.61,36.43,2.87,23.55,3.0,42.9,20.8,1439.9,21.96,202.3,-0.1157,-0.0645,0.416,0.246,3,3,4,0,0,0.1689
54.25,96.88,185.32,209.45,244.77,307.96,540.14,70.02,297.69,20.3,100.0,4.2,628.0,18.57,147.4,-0.0619,-0.0263,0.95,0.634,3,0,2,1,1,1.0
0.69,1.14,1.5,2.16,2.75,3.47,4.97,1.0,3.07,18.7,63.1,12.6,3345.2,17.32,278.2,-0.0363,0.0477,0.26,0.505,4,5,4,1,0,0.0129
1.34,2.16,4.39,5.98,7.06,9.34,14.51,1.55,8.43,25.2,53.0,0.9,2623.3,11.13,145.4,-0.0539,0.0308,0.374,0.709,0,3,2,0,0,0.0176
7.48,16.7,32.85,48.2,62.1,96.69,144.28,8.86,81.98,22.8,45.1,11.9,2263.9,9.22,246.1,0.0755,0.0518,0.646,0.39,0,1,3,1,1,0.9666
0.11,0.28,0.45,0.72,0.8,1.78,2.88,0.12,1.45,28.0,78.6,11.7,3759.7,19.95,36.5,0.0629,0.0424,0.337,0.501,1,3,3,0,0,0.0164
0.31,0.64,1.03,1.51,2.04,3.89,7.4,0.45,3.54,17.8,68.5,4.6,3322.7,21.6,47.9,0.0296,-0.0171,0.284,0.538,4,0,4,0,0,0.0117
2.24,3.79,6.65,10.44,16.68,23.04,29.0,2.99,18.85,21.2,45.8,18.3,679.5,12.32,50.3,-0.0319,0.11,0.311,0.275,2,7,2,0,0,0.0991
0.32,0.67,1.46,2.32,3.57,6.09,11.02,0.33,5.53,14.5,66.8,15.1,1343.6,13.39,16.4,0.0668,0.0068,0.333,0.747,2,4,4,1,0,0.0083
1.67,4.24,8.24,13.56,18.37,43.83,86.06,1.94,38.9,15.8,52.4,23.4,1081.2,21.57,194.9,-0.0794,-0.1528,0.437,0.775,1,4,3,1,0,0.2862
58.82,147.76,301.11,468.18,652.42,1139.89,1952.32,61.89,1001.4,14.2,87.7,14.0,3137.4,10.95,285.8,0.1071,-0.0141,0.95,0.423,3,0,4,1,1,1.0
1.54,3.1,4.35,7.47,11.08,26.97,47.6,1.84,22.52,16.9,60.4,8.3,189.2,32.76,219.7,-0.0342,-0.0235,0.395,0.728,5,0,3,0,0,0.1833
0.98,2.08,3.55,4.65,5.65,13.53,19.56,1.4,10.25,11.4,69.5,5.2,2415.0,25.29,207.0,-0.0131,0.0398,0.394,0.338,1,2,2,1,1,0.2335
15.5,35.97,63.4,106.84,146.89,252.1,392.92,18.76,212.66,17.9,83.5,5.5,3214.2,12.25,245.0,-0.0215,-0.0226,0.95,0.882,3,0,1,0,1,1.0
2.22,4.8,5.97,9.21,12.36,25.25,44.52,2.26,21.77,21.9,74.0,26.7,3688.6,24.61,122.3,-0.0537,0.0549,0.458,0.687,1,4,4,1,0,0.1078
1.86,3.38,4.43,6.78,8.76,19.49,30.85,2.16,15.65,12.7,65.3,30.5,1469.6,11.12,130.3,0.0963,0.0279,0.271,0.186,4,2,5,1,0,0.0289
0.19,0.47,0.66,0.82,1.08,1.55,1.75,0.25,1.21,19.3,72.6,4.9,3458.2,29.2,113.1,0.0394,-0.05,0.33,0.768,2,1,2,0,0,0.0321
1.5,3.1,6.46,10.92,16.22,30.64,51.0,1.86,26.08,13.9,75.8,6.6,509.1,11.39,256.4,0.0608,-0.007,0.509,0.527,1,0,2,4,0,0.3498
0.02,0.04,0.08,0.12,0.15,0.2,0.4,0.03,0.2,15.3,60.8,23.8,3562.8,17.8,58.2,-0.0612,-0.0388,0.326,0.833,2,7,3,0,0,0.0063
0.09,0.16,0.27,0.34,0.53,0.97,1.69,0.12,0.85,18.3,49.5,27.8,579.1,20.62,4.7,0.009,0.0092,0.304,0.89,0,7,1,0,0,0.017
0.06,0.16,0.31,0.35,0.54,0.74,1.42,0.08,0.73,13.3,70.6,16.0,1698.7,40.47,214.6,0.0261,-0.0391,0.381,0.779,5,0,1,0,0,0.2292
0.17,0.33,0.56,0.81,1.28,2.84,3.66,0.24,2.07,25.0,26.4,32.2,3358.8,11.84,339.3,0.0135,0.0037,0.276,0.62,7,1,2,0,0,0.0098
0.85,2.05,4.35,5.65,6.39,12.79,19.97,1.14,10.43,1.4,61.6,61.5,672.2,11.55,219.4,-0.058,-0.0136,0.374,0.549,2,1,3,1,0,0.0245
4.38,8.29,12.32,16.1,22.6,46.15,68.78,5.67,36.64,10.8,59.5,12.6,1001.4,7.31,281.9,0.0538,-0.0076,0.406,0.692,1,1,4,2,0,0.1391
0.12,0.21,0.28,0.32,0.39,0.59,0.99,0.12,0.53,13.9,70.4,11.1,3047.3,46.75,242.2,0.0061,0.1025,0.392,0.41,3,6,1,0,0,0.9123
1.92,3.92,4.89,6.15,7.01,13.95,17.16,2.1,10.23,24.6,45.2,11.0,3038.2,19.37,179.1,-0.0477,-0.018,0.351,0.693,2,3,5,0,0,0.0109
1.06,2.89,4.74,8.43,11.43,24.85,37.14,1.52,19.5,18.9,65.0,13.4,2710.8,33.17,258.6,-0.0928,-0.0967,0.347,0.72,1,7,3,1,0,0.1765
0.48,1.25,1.88,2.8,4.39,7.04,12.15,0.69,6.33,13.6,75.8,10.2,2929.9,13.53,296.7,0.0303,0.0508,0.386,0.604,0,5,5,0,0,0.0062
0.57,1.06,2.31,3.4,4.24,10.31,16.23,0.72,8.12,16.6,62.9,20.4,2302.3,14.28,80.9,0.1225,0.0504,0.422,0.796,5,4,1,1,0,0.0399
0.03,0.07,0.14,0.21,0.27,0.45,0.55,0.05,0.35,22.2,82.1,12.9,1095.0,18.51,121.0,-0.0508,-0.0989,0.358,0.672,4,3,2,0,0,0.0156
7.92,18.15,29.59,48.47,69.86,116.43,184.45,9.05,99.67,7.9,85.0,9.9,1484.6,18.82,80.5,0.0085,-0.035,0.823,0.966,4,5,2,0,1,0.9959
0.16,0.33,0.4,0.62,0.96,1.63,2.88,0.16,1.46,8.2,57.3,10.6,803.6,27.27,162.8,0.0555,0.0218,0.337,0.667,2,3,2,1,0,0.0503
0.05,0.14,0.18,0.22,0.26,0.61,1.03,0.06,0.5,22.6,68.8,25.3,3820.1,19.69,318.6,-0.0635,0.0262,0.325,0.503,4,0,5,1,0,0.0085
0.95,2.1,2.97,4.31,6.02,9.62,17.4,1.35,8.86,21.0,55.2,23.8,2471.1,15.3,124.3,-0.024,-0.0002,0.317,0.401,2,3,4,0,0,0.0172
0.97,2.55,4.06,6.48,7.91,15.79,22.3,1.0,12.29,13.2,53.9,38.8,1713.5,47.21,134.8,-0.043,0.0009,0.366,0.775,2,2,4,0,0,0.1668
1.6,2.92,5.85,8.28,12.33,19.02,34.29,1.68,17.64,9.7,57.5,4.0,1967.3,11.04,309.7,0.0492,-0.0469,0.403,0.733,4,7,2,0,0,0.036
1.84,4.39,9.02,13.35,16.45,36.33,59.56,2.17,29.73,23.7,67.4,22.0,3981.2,11.88,185.5,0.0663,-0.12,0.496,0.619,8,2,2,0,0,0.1265
1.07,2.17,4.78,5.53,8.09,20.1,35.48,1.25,16.73,11.7,63.6,10.0,686.4,11.14,192.8,0.008,0.1025,0.353,0.764,5,0,2,1,0,0.0364
1.85,3.02,5.23,5.8,8.45,20.85,31.49,2.33,16.04,10.9,40.0,4.0,2482.9,27.83,309.9,-0.0421,-0.0484,0.343,0.633,4,1,4,1,0,0.072
0.43,0.86,1.85,3.04,4.82,6.53,8.32,0.54,5.4,8.6,50.5,25.8,2149.4,24.2,176.6,-0.0221,0.0088,0.331,0.591,3,6,2,0,0,0.0451
0.23,0.45,0.84,1.38,1.85,4.18,8.32,0.24,3.77,18.5,77.2,39.7,2587.5,17.36,245.4,-0.0315,-0.0079,0.391,0.211,3,7,5,3,0,0.0367
4.02,7.71,12.94,18.84,22.23,45.39,83.06,5.12,39.89,20.5,58.3,3.3,125.2,10.79,30.8,-0.0489,0.0449,0.527,0.951,5,3,2,2,1,0.2984
0.7,1.62,2.17,3.62,5.42,11.83,21.12,0.74,10.13,6.3,72.6,16.3,3669.3,20.57,64.3,-0.0051,0.0057,0.38,0.782,2,0,1,2,0,0.1077
0.14,0.29,0.61,1.0,1.47,2.5,4.82,0.19,2.35,16.6,93.9,7.2,3918.3,29.91,145.6,0.0287,0.0077,0.442,0.817,0,0,5,1,0,0.0153
8.53,14.04,29.41,39.71,60.58,100.07,197.85,12.55,95.68,10.0,84.4,12.8,2395.3,41.35,178.1,0.0245,-0.1317,0.787,0.463,4,2,4,1,1,1.0
1.42,2.53,5.25,7.58,10.46,18.45,26.49,2.13,14.9,14.5,69.3,24.7,2941.1,13.19,347.7,-0.0004,-0.0417,0.401,0.526,6,7,3,0,0,0.034
21.7,46.87,101.41,145.22,207.6,518.18,610.43,26.51,354.81,18.9,85.7,17.6,3878.4,17.32,349.4,0.0029,0.0372,0.95,0.496,1,5,4,3,1,1.0
0.21,0.46,0.94,1.04,1.65,2.33,4.02,0.28,2.16,17.3,45.6,36.5,2985.0,24.08,306.4,-0.0041,0.0327,0.386,0.58,4,6,5,2,0,0.0191
3.49,5.4,6.5,7.16,7.93,18.99,35.64,4.42,16.43,28.8,95.6,17.5,683.0,15.21,113.6,-0.0649,-0.0476,0.52,0.748,1,3,4,0,0,0.0285
0.34,0.59,1.13,1.91,2.73,5.19,8.94,0.37,4.49,5.7,53.6,8.5,2441.6,8.1,347.1,0.008,-0.0789,0.233,0.78,7,5,5,1,0,0.0034
0.06,0.15,0.25,0.44,0.58,1.2,1.92,0.08,0.98,18.9,31.8,4.5,2567.9,17.37,248.2,-0.0292,0.0063,0.233,0.83,3,1,2,2,0,0.0166
0.26,0.52,1.11,1.8,2.35,3.1,4.93,0.39,2.83,35.7,43.6,13.5,1810.1,8.79,141.5,-0.0674,-0.1453,0.319,0.76,2,0,3,0,0,0.0049
1.81,3.5,6.95,7.99,9.98,22.72,27.85,2.28,16.14,9.9,81.3,26.0,3106.2,31.27,252.6,0.0185,-0.0574,0.433,0.612,4,6,4,0,0,0.1
2.35,3.67,7.35,11.21,16.4,21.59,27.89,3.29,18.11,9.0,68.5,9.0,3927.6,15.92,5.9,-0.0306,0.088,0.395,0.865,4,0,3,0,0,0.0342
20.12,40.33,52.78,81.19,93.98,196.37,245.75,25.98,143.42,12.1,91.5,6.5,3891.1,18.36,52.6,0.0114,0.0723,0.95,0.6,5,3,3,0,1,1.0
0.57,0.89,1.49,1.92,2.33,4.72,6.93,0.71,3.73,19.2,62.6,9.7,1921.0,12.07,298.7,0.0424,0.0244,0.271,0.681,6,3,5,1,0,0.0049
0.27,0.5,0.82,1.19,1.5,3.72,5.86,0.28,2.92,3.7,40.9,17.1,519.9,18.75,232.4,-0.0475,0.0154,0.294,0.355,0,0,2,1,0,0.0457
6.83,11.25,19.07,21.15,25.41,59.44,92.2,10.05,46.8,6.9,79.4,6.4,4137.1,36.18,131.1,0.0046,-0.0975,0.55,0.323,0,0,3,2,1,0.9926
0.37,0.97,1.93,2.75,3.23,5.48,7.43,0.4,4.36,2.5,63.9,12.8,3531.4,33.07,180.2,-0.0905,-0.037,0.332,0.443,4,1,3,2,0,0.1499
6.21,10.92,15.51,19.99,26.84,63.82,81.31,8.47,45.68,18.1,67.3,7.8,567.4,9.67,325.9,0.0766,-0.0148,0.648,0.959,7,4,2,2,1,0.4524
1.46,2.42,3.34,4.19,4.85,6.32,10.35,1.67,5.86,18.3,85.8,37.4,3871.5,2.26,227.4,-0.068,-0.036,0.437,0.807,1,0,2,1,0,0.0087
1.36,3.55,7.31,13.02,16.32,25.39,35.42,1.58,20.91,27.3,30.8,17.6,3660.1,17.45,143.3,-0.0257,-0.0175,0.264,0.774,0,2,4,0,0,0.0248
1.92,4.42,9.0,14.14,21.98,52.95,62.71,2.41,36.61,7.0,61.8,11.9,2203.2,15.98,43.3,0.0669,0.065,0.522,0.904,1,3,5,0,0,0.0524
0.27,0.75,1.4,2.41,3.31,6.26,10.25,0.34,5.29,15.0,46.7,32.6,2503.8,15.43,105.7,-0.0117,-0.0271,0.254,0.388,2,0,3,2,0,0.0322
2.04,4.73,5.97,7.17,9.75,15.55,28.16,2.13,14.34,20.3,71.0,20.1,1705.9,13.69,352.2,-0.0599,-0.017,0.395,0.659,4,0,2,0,0,0.0409
0.64,1.52,2.91,3.67,5.53,7.97,9.18,0.69,6.22,19.8,77.1,12.8,277.3,9.53,157.5,0.0357,0.037,0.414,0.423,0,1,4,1,0,0.0134
4.42,8.71,11.4,19.93,28.81,49.87,69.84,6.47,40.01,18.9,94.9,8.2,1441.1,55.48,169.9,0.0345,-0.071,0.62,0.452,1,1,5,1,1,0.9993
18.0,44.46,71.0,92.06,118.0,283.89,361.83,21.85,202.73,9.6,91.5,16.7,3381.8,46.73,179.5,-0.0317,-0.042,0.95,0.828,5,3,1,0,1,1.0
4.33,9.77,19.93,34.18,39.9,96.21,166.06,5.16,79.53,20.1,52.6,13.2,69.2,15.05,318.3,-0.0262,-0.0369,0.63,0.631,0,7,3,0,1,0.9042
13.62,23.25,28.61,46.27,68.31,136.94,259.29,17.1,122.97,25.5,93.4,13.0,1434.0,20.41,217.4,-0.0218,0.0028,0.95,0.819,4,0,3,1,1,0.9999
2.19,3.73,6.83,7.7,8.89,11.7,14.77,2.44,9.73,1.8,54.3,24.2,1702.4,31.56,249.7,-0.0104,-0.0172,0.295,0.689,2,6,3,0,0,0.0592
2.05,4.78,8.38,10.11,12.67,22.26,43.06,2.14,20.76,12.6,49.6,15.1,2280.2,20.38,140.2,-0.0946,-0.0157,0.301,0.686,3,2,1,1,0,0.1801
1.48,2.74,4.32,6.43,9.58,18.45,24.96,2.14,14.21,18.2,47.5,4.2,3867.4,14.35,10.5,-0.0091,-0.0332,0.309,0.633,0,3,5,0,0,0.0114
0.33,0.72,1.02,1.77,2.58,5.57,7.09,0.35,4.07,12.8,46.2,15.3,1487.3,8.2,335.2,0.0892,-0.0535,0.302,0.691,1,5,1,0,0,0.0116
1.33,2.33,3.18,4.78,7.29,17.38,34.38,1.75,15.49,19.6,50.6,25.8,1489.9,19.13,341.7,-0.0448,0.0305,0.441,0.918,2,2,2,3,0,0.1142
27.65,56.55,115.36,183.32,257.1,641.42,1154.59,37.32,538.99,22.5,79.9,14.3,3110.6,8.87,341.7,-0.0292,-0.0169,0.95,0.539,5,0,2,0,1,1.0
0.05,0.12,0.16,0.25,0.36,0.62,0.88,0.05,0.5,27.8,89.6,2.1,1926.7,34.9,339.7,-0.0592,0.031,0.407,0.846,2,0,3,0,0,0.0334
2.73,6.55,14.17,16.72,22.55,52.96,85.51,3.73,42.51,11.9,46.6,17.5,982.1,18.66,293.5,0.0306,-0.0556,0.47,0.598,0,4,3,4,0,0.6799
1.38,2.95,4.13,6.93,8.68,19.76,31.43,2.07,15.84,6.6,90.6,5.6,1927.6,25.12,246.5,0.0602,-0.0333,0.391,0.598,4,0,1,2,0,0.3761
0.02,0.05,0.1,0.16,0.22,0.43,0.53,0.04,0.32,28.3,62.5,16.9,634.6,15.71,304.0,0.059,-0.0111,0.326,0.425,0,2,1,0,1,0.0308
0.48,0.96,1.68,2.23,2.58,5.01,9.74,0.57,4.59,13.7,51.6,19.1,782.0,29.3,216.2,-0.0624,-0.0064,0.313,0.698,6,2,2,1,0,0.0662
1.72,4.05,6.37,9.06,14.47,35.82,57.82,1.74,28.48,9.2,27.8,27.6,2118.2,13.02,48.4,0.025,0.0377,0.363,0.33,1,1,3,0,0,0.1061
4.2,7.34,15.51,22.27,28.32,47.82,84.23,6.12,42.92,30.1,64.3,3.7,1788.5,22.28,140.8,0.0717,-0.0215,0.502,0.774,2,4,5,0,0,0.2453
26.64,51.63,63.72,105.52,161.27,285.13,518.01,37.72,257.23,27.0,79.1,32.6,3846.6,15.38,349.7,0.0255,0.0373,0.95,0.437,0,3,2,1,1,1.0
0.88,2.11,4.14,7.32,11.38,21.09,33.99,1.3,17.76,14.0,65.5,9.0,1553.9,16.73,126.4,0.0239,0.0187,0.407,0.965,2,3,3,0,0,0.0232
0.5,1.23,2.39,4.06,4.52,9.63,13.54,0.75,7.37,-1.9,77.1,21.0,2459.4,31.34,312.4,-0.0236,-0.0053,0.425,0.885,2,1,2,2,0,0.1322
15.45,40.97,83.39,119.67,167.34,314.8,499.5,17.21,262.14,24.2,90.5,24.9,2673.9,12.02,33.6,0.011,-0.0476,0.95,0.632,2,0,3,1,1,1.0
1.98,3.76,7.87,10.52,16.07,31.81,63.01,2.26,29.33,4.0,62.5,16.1,104.3,23.11,120.3,0.0618,0.0378,0.48,0.326,0,2,3,1,1,0.4769
2.45,6.39,10.58,13.35,17.61,29.89,54.48,2.92,27.26,16.6,26.5,8.9,2803.7,37.07,126.3,0.0164,-0.0463,0.423,0.425,5,4,3,2,1,0.8154
0.68,1.75,3.29,5.2,5.88,7.53,15.06,0.71,7.71,23.4,59.4,28.1,788.8,30.74,18.6,-0.0624,-0.0011,0.362,0.345,4,2,2,1,0,0.2998
1.46,2.21,3.93,5.47,7.07,14.06,17.24,2.17,10.3,12.0,51.4,16.1,4038.4,13.25,42.9,-0.0228,-0.0027,0.355,0.858,3,7,4,2,0,0.0165
2.05,4.88,8.74,10.48,12.97,26.02,30.94,2.82,18.78,19.8,56.8,4.6,667.0,24.83,69.5,0.0605,-0.0104,0.388,0.743,2,0,4,0,0,0.0485
11.87,29.64,36.31,41.19,63.59,101.73,176.62,12.14,91.84,18.8,82.2,17.2,1770.7,6.04,301.6,0.0162,-0.0195,0.751,0.745,3,7,5,1,1,0.9379
1.54,2.31,5.0,7.54,10.8,21.66,36.78,2.06,18.39,32.2,50.2,25.1,404.2,31.9,22.8,0.006,-0.0411,0.404,0.506,0,3,2,0,0,0.3909
3.0,6.42,8.74,14.96,18.4,36.86,51.1,3.2,28.43,14.4,43.8,5.6,4187.0,63.37,107.5,-0.0277,-0.0808,0.451,0.606,6,4,1,1,1,1.0
13.16,36.04,58.19,77.48,116.42,194.22,289.73,18.32,161.73,19.1,93.2,28.3,2134.1,22.41,3.7,0.0594,0.0702,0.95,0.468,1,1,3,1,1,1.0
1.8,4.93,9.37,11.7,15.84,34.05,43.03,2.39,24.81,17.2,75.1,12.3,2520.8,38.04,250.4,0.0831,-0.0246,0.501,0.77,3,2,4,0,1,0.2971
0.77,1.9,2.68,3.9,5.99,11.78,16.94,0.99,9.28,11.7,79.8,17.4,328.4,7.95,223.3,0.0632,-0.0064,0.408,0.554,3,4,5,1,0,0.0084
3.96,10.22,13.45,21.89,32.84,43.75,84.7,4.62,43.61,23.1,54.7,19.9,3162.3,10.17,232.2,0.0721,-0.0067,0.538,0.451,3,4,1,0,1,0.6069
0.67,1.28,2.67,3.01,4.31,7.8,11.13,0.91,6.24,9.9,97.4,33.6,921.1,15.68,134.8,-0.0179,0.0548,0.398,0.682,5,1,4,1,0,0.0133
2.32,4.88,8.68,14.87,17.22,40.32,51.86,2.66,29.07,14.1,46.7,32.1,3776.9,17.36,75.0,-0.025,0.0967,0.411,0.59,1,1,3,3,1,0.27
4.02,11.24,15.01,26.92,37.72,82.78,110.76,4.07,61.59,14.4,55.6,4.1,901.3,22.49,259.3,-0.0078,0.008,0.659,0.464,3,3,2,1,1,0.9747
1.72,4.39,9.09,12.84,18.09,25.03,38.87,2.51,22.3,14.7,66.0,1.6,841.4,13.28,292.0,0.0019,-0.0079,0.387,0.387,2,6,2,1,0,0.1712
2.33,3.64,5.05,8.54,12.88,31.39,47.96,2.46,24.35,19.7,65.2,6.3,201.7,20.53,49.9,0.0716,-0.0562,0.49,0.579,0,2,4,1,0,0.1181
3.26,5.12,9.51,13.25,15.79,24.1,28.58,4.53,18.7,12.6,59.6,2.6,2009.1,31.31,175.3,0.0583,-0.0722,0.317,0.608,2,1,2,0,0,0.2637
0.56,1.25,2.57,3.02,4.24,7.0,8.4,0.66,5.34,16.3,51.0,19.2,2394.1,24.78,89.5,0.0269,-0.0887,0.321,0.849,4,5,3,1,0,0.0223
27.94,55.47,100.94,146.53,221.84,325.54,428.07,34.3,266.05,22.2,86.1,13.0,322.7,15.39,60.5,-0.0716,-0.0398,0.95,0.459,1,3,3,1,1,1.0
4.14,7.47,9.02,11.04,12.24,26.3,46.24,4.66,22.42,19.2,76.4,13.0,3268.4,28.07,264.4,-0.0844,-0.1045,0.471,0.615,2,1,2,1,0,0.487
4.9,9.39,17.36,21.42,30.13,58.03,87.37,5.23,46.89,8.2,84.7,19.6,1931.1,15.01,193.7,0.012,0.0539,0.541,0.555,2,0,4,0,0,0.3426
0.99,2.73,4.83,8.0,12.06,23.43,28.29,1.02,17.15,26.2,62.3,4.1,2226.2,19.92,77.8,0.044,0.0212,0.393,0.637,3,3,2,3,0,0.197
10.37,19.9,34.38,40.3,53.41,112.15,192.15,10.46,94.77,12.1,90.0,17.3,1879.2,30.47,111.6,-0.004,-0.0126,0.903,0.909,5,1,4,0,1,0.9978
1.21,2.39,3.6,4.7,5.62,11.05,12.28,1.57,7.8,18.4,56.2,2.0,1713.2,17.11,348.0,0.0957,0.0555,0.326,0.646,0,0,2,1,0,0.0376
20.28,42.32,77.29,104.62,156.09,256.43,419.53,29.37,223.62,24.9,91.2,4.6,2372.5,8.79,305.5,-0.0541,-0.0536,0.95,0.719,2,3,1,0,1,1.0
0.07,0.12,0.15,0.25,0.29,0.7,0.98,0.08,0.52,15.6,70.8,14.1,694.2,19.61,316.8,-0.0604,-0.041,0.382,0.648,2,1,4,2,0,0.0155
2.2,4.42,7.59,11.59,15.84,30.89,35.33,2.29,22.1,25.1,78.1,8.5,805.0,30.61,165.6,-0.0332,-0.0967,0.44,0.785,1,1,4,1,0,0.1376
27.52,64.42,98.45,112.19,123.77,265.9,321.96,34.81,190.28,8.9,77.8,8.9,3626.4,32.09,224.6,-0.0351,0.0387,0.95,0.343,6,2,1,2,1,1.0
0.45,0.83,1.04,1.35,1.8,2.53,4.48,0.57,2.38,11.8,38.8,5.6,3976.4,9.92,135.6,0.0263,-0.0405,0.275,0.631,0,3,3,1,0,0.0087
1.83,4.24,6.19,7.09,10.98,18.34,24.24,2.51,14.49,25.0,78.6,4.8,1599.2,27.48,28.0,-0.0211,0.0008,0.351,0.612,0,1,1,1,0,0.3021
0.48,0.88,1.78,2.88,4.51,9.96,13.41,0.53,7.42,19.1,87.7,18.4,1173.6,16.54,144.4,-0.0774,0.0501,0.441,0.637,3,0,4,0,0,0.0123
1.42,3.57,5.21,6.44,7.6,12.46,19.17,2.03,10.57,29.2,50.7,9.4,2722.6,39.36,213.8,0.0446,0.0685,0.371,0.691,1,2,5,0,0,0.0572
5.11,13.89,23.22,29.17,41.13,88.16,109.36,5.28,63.77,10.1,42.8,20.1,1746.2,8.91,103.4,-0.088,-0.0015,0.547,0.58,3,0,2,0,0,0.6762
3.12,6.47,11.43,13.54,15.27,28.07,55.35,3.93,26.2,13.2,81.2,6.6,155.4,27.21,305.3,-0.0536,0.0192,0.471,0.453,4,3,2,0,1,0.5784
2.71,7.47,11.11,17.58,25.32,56.66,81.7,3.59,43.45,11.8,70.4,18.9,698.0,15.53,54.4,-0.0811,-0.0452,0.527,0.747,1,7,4,0,1,0.179
3.49,8.25,14.38,21.02,31.19,67.45,101.26,3.9,53.09,11.2,85.7,47.2,3021.3,13.41,132.2,0.0104,0.0842,0.672,0.742,0,3,3,1,0,0.544
33.78,81.92,176.56,226.95,301.62,461.07,537.34,34.67,355.17,25.9,85.8,18.2,2784.5,31.19,45.0,0.0093,-0.0083,0.95,0.661,0,1,2,0,1,1.0
2.32,5.03,6.96,11.52,15.13,21.1,33.8,2.43,19.02,14.6,78.7,6.9,162.4,33.76,145.7,0.0958,0.004,0.425,0.689,1,0,2,1,0,0.4561
17.48,31.39,65.68,99.01,136.11,228.56,415.56,25.18,208.67,22.1,87.7,7.5,971.2,4.87,14.3,0.0457,-0.0203,0.95,0.629,1,0,3,1,1,1.0
0.52,1.41,2.48,3.04,3.79,5.84,8.64,0.52,4.94,20.4,99.1,13.2,1009.0,31.48,98.1,0.0721,0.06,0.414,0.523,5,0,3,0,0,0.0859
0.84,2.32,4.59,5.11,6.85,11.37,14.21,0.95,8.79,20.5,48.4,6.6,2838.4,18.28,144.3,0.0144,0.01,0.382,0.508,4,1,2,1,0,0.0673
